Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW)
2022-08-26T00:00:00+02:00;2022-08-26;00:00;11;Île-de-France;1153;Définitif;;;1153;;Consolidé;
2022-08-26T02:30:00+02:00;2022-08-26;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-26T04:00:00+02:00;2022-08-26;04:00;11;Île-de-France;1170;Définitif;;;1170;;Consolidé;
2022-08-26T06:00:00+02:00;2022-08-26;06:00;11;Île-de-France;1447;Définitif;;;1447;;Consolidé;
2022-08-26T07:00:00+02:00;2022-08-26;07:00;11;Île-de-France;1717;Définitif;;;1717;;Consolidé;
2022-08-26T09:00:00+02:00;2022-08-26;09:00;11;Île-de-France;1898;Définitif;;;1898;;Consolidé;
2022-08-26T17:30:00+02:00;2022-08-26;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-06T03:00:00+02:00;2022-09-06;03:00;11;Île-de-France;1605;Définitif;;;1605;;Consolidé;
2022-09-06T05:00:00+02:00;2022-09-06;05:00;11;Île-de-France;1872;Définitif;;;1872;;Consolidé;
2022-09-06T12:30:00+02:00;2022-09-06;12:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-06T15:00:00+02:00;2022-09-06;15:00;11;Île-de-France;2498;Définitif;;;2498;;Consolidé;
2022-09-06T19:00:00+02:00;2022-09-06;19:00;11;Île-de-France;3021;Définitif;;;3021;;Consolidé;
2022-09-06T20:30:00+02:00;2022-09-06;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-06T21:30:00+02:00;2022-09-06;21:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-07T00:00:00+02:00;2022-09-07;00:00;11;Île-de-France;2238;Définitif;;;2238;;Consolidé;
2022-09-07T04:30:00+02:00;2022-09-07;04:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-07T06:30:00+02:00;2022-09-07;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-07T09:00:00+02:00;2022-09-07;09:00;11;Île-de-France;3074;Définitif;;;3074;;Consolidé;
2022-09-07T11:00:00+02:00;2022-09-07;11:00;11;Île-de-France;3194;Définitif;;;3194;;Consolidé;
2022-09-07T13:00:00+02:00;2022-09-07;13:00;11;Île-de-France;3021;Définitif;;;3021;;Consolidé;
2022-09-07T15:00:00+02:00;2022-09-07;15:00;11;Île-de-France;2566;Définitif;;;2566;;Consolidé;
2022-09-07T15:30:00+02:00;2022-09-07;15:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-07T16:00:00+02:00;2022-09-07;16:00;11;Île-de-France;2545;Définitif;;;2545;;Consolidé;
2022-09-07T18:30:00+02:00;2022-09-07;18:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-07T20:30:00+02:00;2022-09-07;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T02:30:00+02:00;2022-09-08;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T03:00:00+02:00;2022-09-08;03:00;11;Île-de-France;1564;Définitif;;;1564;;Consolidé;
2022-09-08T06:00:00+02:00;2022-09-08;06:00;11;Île-de-France;2089;Définitif;;;2089;;Consolidé;
2022-09-08T08:30:00+02:00;2022-09-08;08:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T09:00:00+02:00;2022-09-08;09:00;11;Île-de-France;2596;Définitif;;;2596;;Consolidé;
2022-09-08T10:30:00+02:00;2022-09-08;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T13:00:00+02:00;2022-09-08;13:00;11;Île-de-France;2567;Définitif;;;2567;;Consolidé;
2022-09-08T16:30:00+02:00;2022-09-08;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T18:30:00+02:00;2022-09-08;18:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T19:30:00+02:00;2022-09-08;19:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-08T23:00:00+02:00;2022-09-08;23:00;11;Île-de-France;1511;Définitif;;;1511;;Consolidé;
2022-09-02T15:00:00+02:00;2022-09-02;15:00;11;Île-de-France;2557;Définitif;;;2557;;Consolidé;
2022-09-02T22:00:00+02:00;2022-09-02;22:00;11;Île-de-France;2557;Définitif;;;2557;;Consolidé;
2022-09-02T23:00:00+02:00;2022-09-02;23:00;11;Île-de-France;2284;Définitif;;;2284;;Consolidé;
2022-09-03T05:30:00+02:00;2022-09-03;05:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-03T14:30:00+02:00;2022-09-03;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-03T22:30:00+02:00;2022-09-03;22:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-04T00:00:00+02:00;2022-09-04;00:00;11;Île-de-France;1202;Définitif;;;1202;;Consolidé;
2022-09-04T03:30:00+02:00;2022-09-04;03:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-04T04:00:00+02:00;2022-09-04;04:00;11;Île-de-France;1126;Définitif;;;1126;;Consolidé;
2022-09-04T05:30:00+02:00;2022-09-04;05:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-04T07:00:00+02:00;2022-09-04;07:00;11;Île-de-France;1173;Définitif;;;1173;;Consolidé;
2022-09-04T09:00:00+02:00;2022-09-04;09:00;11;Île-de-France;1662;Définitif;;;1662;;Consolidé;
2022-09-04T10:00:00+02:00;2022-09-04;10:00;11;Île-de-France;1840;Définitif;;;1840;;Consolidé;
2022-09-04T12:30:00+02:00;2022-09-04;12:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-04T14:00:00+02:00;2022-09-04;14:00;11;Île-de-France;1626;Définitif;;;1626;;Consolidé;
2022-09-04T16:00:00+02:00;2022-09-04;16:00;11;Île-de-France;1392;Définitif;;;1392;;Consolidé;
2022-09-04T17:00:00+02:00;2022-09-04;17:00;11;Île-de-France;1444;Définitif;;;1444;;Consolidé;
2022-09-04T18:00:00+02:00;2022-09-04;18:00;11;Île-de-France;2108;Définitif;;;2108;;Consolidé;
2022-09-04T18:30:00+02:00;2022-09-04;18:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-04T20:00:00+02:00;2022-09-04;20:00;11;Île-de-France;2351;Définitif;;;2351;;Consolidé;
2022-09-04T21:00:00+02:00;2022-09-04;21:00;11;Île-de-France;2187;Définitif;;;2187;;Consolidé;
2022-09-05T01:30:00+02:00;2022-09-05;01:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-05T02:00:00+02:00;2022-09-05;02:00;11;Île-de-France;1071;Définitif;;;1071;;Consolidé;
2022-09-05T06:30:00+02:00;2022-09-05;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-05T07:00:00+02:00;2022-09-05;07:00;11;Île-de-France;2602;Définitif;;;2602;;Consolidé;
2022-09-05T11:30:00+02:00;2022-09-05;11:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-05T12:00:00+02:00;2022-09-05;12:00;11;Île-de-France;2495;Définitif;;;2495;;Consolidé;
2022-09-05T14:00:00+02:00;2022-09-05;14:00;11;Île-de-France;2182;Définitif;;;2182;;Consolidé;
2022-09-05T16:00:00+02:00;2022-09-05;16:00;11;Île-de-France;1943;Définitif;;;1943;;Consolidé;
2022-09-05T17:00:00+02:00;2022-09-05;17:00;11;Île-de-France;1927;Définitif;;;1927;;Consolidé;
2022-09-05T17:30:00+02:00;2022-09-05;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-05T18:00:00+02:00;2022-09-05;18:00;11;Île-de-France;2444;Définitif;;;2444;;Consolidé;
2022-09-05T20:30:00+02:00;2022-09-05;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-05T23:00:00+02:00;2022-09-05;23:00;11;Île-de-France;1982;Définitif;;;1982;;Consolidé;
2022-08-27T05:00:00+02:00;2022-08-27;05:00;11;Île-de-France;1136;Définitif;;;1136;;Consolidé;
2022-08-27T06:30:00+02:00;2022-08-27;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-27T07:00:00+02:00;2022-08-27;07:00;11;Île-de-France;1203;Définitif;;;1203;;Consolidé;
2022-08-27T10:30:00+02:00;2022-08-27;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-27T14:30:00+02:00;2022-08-27;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-27T17:30:00+02:00;2022-08-27;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-27T18:00:00+02:00;2022-08-27;18:00;11;Île-de-France;1466;Définitif;;;1466;;Consolidé;
2022-08-27T19:30:00+02:00;2022-08-27;19:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-27T20:30:00+02:00;2022-08-27;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-27T22:00:00+02:00;2022-08-27;22:00;11;Île-de-France;1430;Définitif;;;1430;;Consolidé;
2022-08-27T22:30:00+02:00;2022-08-27;22:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T00:30:00+02:00;2022-08-28;00:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T01:30:00+02:00;2022-08-28;01:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T02:30:00+02:00;2022-08-28;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T03:30:00+02:00;2022-08-28;03:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T05:30:00+02:00;2022-08-28;05:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T09:30:00+02:00;2022-08-28;09:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T10:30:00+02:00;2022-08-28;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T11:00:00+02:00;2022-08-28;11:00;11;Île-de-France;1809;Définitif;;;1809;;Consolidé;
2022-08-28T13:30:00+02:00;2022-08-28;13:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T14:30:00+02:00;2022-08-28;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-28T20:30:00+02:00;2022-08-28;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-29T03:00:00+02:00;2022-08-29;03:00;11;Île-de-France;1002;Définitif;;;1002;;Consolidé;
2022-08-29T08:00:00+02:00;2022-08-29;08:00;11;Île-de-France;2441;Définitif;;;2441;;Consolidé;
2022-08-29T09:00:00+02:00;2022-08-29;09:00;11;Île-de-France;2372;Définitif;;;2372;;Consolidé;
2022-08-29T10:30:00+02:00;2022-08-29;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-29T13:30:00+02:00;2022-08-29;13:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-29T14:00:00+02:00;2022-08-29;14:00;11;Île-de-France;2220;Définitif;;;2220;;Consolidé;
2022-08-29T16:00:00+02:00;2022-08-29;16:00;11;Île-de-France;1930;Définitif;;;1930;;Consolidé;
2022-08-29T19:00:00+02:00;2022-08-29;19:00;11;Île-de-France;2349;Définitif;;;2349;;Consolidé;
2022-08-29T20:30:00+02:00;2022-08-29;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-29T22:00:00+02:00;2022-08-29;22:00;11;Île-de-France;2060;Définitif;;;2060;;Consolidé;
2022-08-29T23:30:00+02:00;2022-08-29;23:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-30T00:00:00+02:00;2022-08-30;00:00;11;Île-de-France;1521;Définitif;;;1521;;Consolidé;
2022-09-09T01:00:00+02:00;2022-09-09;01:00;11;Île-de-France;1263;Définitif;;;1263;;Consolidé;
2022-09-09T03:30:00+02:00;2022-09-09;03:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T04:00:00+02:00;2022-09-09;04:00;11;Île-de-France;1297;Définitif;;;1297;;Consolidé;
2022-09-09T06:30:00+02:00;2022-09-09;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T10:00:00+02:00;2022-09-09;10:00;11;Île-de-France;2282;Définitif;;;2282;;Consolidé;
2022-09-09T10:30:00+02:00;2022-09-09;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T11:30:00+02:00;2022-09-09;11:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T13:00:00+02:00;2022-09-09;13:00;11;Île-de-France;2242;Définitif;;;2242;;Consolidé;
2022-09-09T13:30:00+02:00;2022-09-09;13:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T14:30:00+02:00;2022-09-09;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T15:30:00+02:00;2022-09-09;15:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-09T16:00:00+02:00;2022-09-09;16:00;11;Île-de-France;1691;Définitif;;;1691;;Consolidé;
2022-09-09T23:00:00+02:00;2022-09-09;23:00;11;Île-de-France;1534;Définitif;;;1534;;Consolidé;
2022-09-10T00:00:00+02:00;2022-09-10;00:00;11;Île-de-France;1358;Définitif;;;1358;;Consolidé;
2022-09-10T00:30:00+02:00;2022-09-10;00:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-10T01:30:00+02:00;2022-09-10;01:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-10T04:00:00+02:00;2022-09-10;04:00;11;Île-de-France;1266;Définitif;;;1266;;Consolidé;
2022-09-10T05:30:00+02:00;2022-09-10;05:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-10T07:00:00+02:00;2022-09-10;07:00;11;Île-de-France;1473;Définitif;;;1473;;Consolidé;
2022-09-10T08:30:00+02:00;2022-09-10;08:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-10T10:00:00+02:00;2022-09-10;10:00;11;Île-de-France;2241;Définitif;;;2241;;Consolidé;
2022-09-10T13:30:00+02:00;2022-09-10;13:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-10T14:00:00+02:00;2022-09-10;14:00;11;Île-de-France;1991;Définitif;;;1991;;Consolidé;
2022-09-10T17:30:00+02:00;2022-09-10;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-10T20:00:00+02:00;2022-09-10;20:00;11;Île-de-France;2203;Définitif;;;2203;;Consolidé;
2022-09-10T20:30:00+02:00;2022-09-10;20:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T02:00:00+02:00;2022-09-11;02:00;11;Île-de-France;1253;Définitif;;;1253;;Consolidé;
2022-09-11T04:00:00+02:00;2022-09-11;04:00;11;Île-de-France;1270;Définitif;;;1270;;Consolidé;
2022-09-11T05:30:00+02:00;2022-09-11;05:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T07:00:00+02:00;2022-09-11;07:00;11;Île-de-France;1447;Définitif;;;1447;;Consolidé;
2022-09-11T07:30:00+02:00;2022-09-11;07:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T16:30:00+02:00;2022-09-11;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T17:30:00+02:00;2022-09-11;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T20:00:00+02:00;2022-09-11;20:00;11;Île-de-France;2224;Définitif;;;2224;;Consolidé;
2022-09-11T21:30:00+02:00;2022-09-11;21:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T22:00:00+02:00;2022-09-11;22:00;11;Île-de-France;1668;Définitif;;;1668;;Consolidé;
2022-09-11T22:30:00+02:00;2022-09-11;22:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-30T14:00:00+02:00;2022-08-30;14:00;11;Île-de-France;2291;Définitif;;;2291;;Consolidé;
2022-08-30T16:00:00+02:00;2022-08-30;16:00;11;Île-de-France;1948;Définitif;;;1948;;Consolidé;
2022-08-30T16:30:00+02:00;2022-08-30;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-30T22:00:00+02:00;2022-08-30;22:00;11;Île-de-France;1713;Définitif;;;1713;;Consolidé;
2022-08-31T01:30:00+02:00;2022-08-31;01:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-31T03:00:00+02:00;2022-08-31;03:00;11;Île-de-France;854;Définitif;;;854;;Consolidé;
2022-08-31T06:30:00+02:00;2022-08-31;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-31T07:00:00+02:00;2022-08-31;07:00;11;Île-de-France;1915;Définitif;;;1915;;Consolidé;
2022-08-31T08:00:00+02:00;2022-08-31;08:00;11;Île-de-France;2078;Définitif;;;2078;;Consolidé;
2022-08-31T10:00:00+02:00;2022-08-31;10:00;11;Île-de-France;2078;Définitif;;;2078;;Consolidé;
2022-08-31T11:00:00+02:00;2022-08-31;11:00;11;Île-de-France;2165;Définitif;;;2165;;Consolidé;
2022-08-31T14:30:00+02:00;2022-08-31;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-31T17:30:00+02:00;2022-08-31;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-31T18:30:00+02:00;2022-08-31;18:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-31T19:30:00+02:00;2022-08-31;19:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-31T23:00:00+02:00;2022-08-31;23:00;11;Île-de-France;1868;Définitif;;;1868;;Consolidé;
2022-09-01T00:30:00+02:00;2022-09-01;00:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T02:00:00+02:00;2022-09-01;02:00;11;Île-de-France;1166;Définitif;;;1166;;Consolidé;
2022-09-01T02:30:00+02:00;2022-09-01;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T04:00:00+02:00;2022-09-01;04:00;11;Île-de-France;1327;Définitif;;;1327;;Consolidé;
2022-09-01T07:00:00+02:00;2022-09-01;07:00;11;Île-de-France;2108;Définitif;;;2108;;Consolidé;
2022-09-01T07:30:00+02:00;2022-09-01;07:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T09:30:00+02:00;2022-09-01;09:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T10:30:00+02:00;2022-09-01;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T14:30:00+02:00;2022-09-01;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T15:00:00+02:00;2022-09-01;15:00;11;Île-de-France;2012;Définitif;;;2012;;Consolidé;
2022-09-01T16:30:00+02:00;2022-09-01;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-01T17:00:00+02:00;2022-09-01;17:00;11;Île-de-France;1988;Définitif;;;1988;;Consolidé;
2022-09-01T23:30:00+02:00;2022-09-01;23:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-02T03:30:00+02:00;2022-09-02;03:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-02T04:00:00+02:00;2022-09-02;04:00;11;Île-de-France;1238;Définitif;;;1238;;Consolidé;
2022-09-02T07:00:00+02:00;2022-09-02;07:00;11;Île-de-France;2030;Définitif;;;2030;;Consolidé;
2022-09-02T10:00:00+02:00;2022-09-02;10:00;11;Île-de-France;2982;Définitif;;;2982;;Consolidé;
2022-09-02T11:00:00+02:00;2022-09-02;11:00;11;Île-de-France;3155;Définitif;;;3155;;Consolidé;
2022-09-02T11:30:00+02:00;2022-09-02;11:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-11T23:30:00+02:00;2022-09-11;23:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-12T00:00:00+02:00;2022-09-12;00:00;11;Île-de-France;1280;Définitif;;;1280;;Consolidé;
2022-09-12T01:30:00+02:00;2022-09-12;01:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-12T05:30:00+02:00;2022-09-12;05:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-12T08:00:00+02:00;2022-09-12;08:00;11;Île-de-France;2510;Définitif;;;2510;;Consolidé;
2022-09-12T12:00:00+02:00;2022-09-12;12:00;11;Île-de-France;2248;Définitif;;;2248;;Consolidé;
2022-09-12T13:00:00+02:00;2022-09-12;13:00;11;Île-de-France;2144;Définitif;;;2144;;Consolidé;
2022-09-12T16:30:00+02:00;2022-09-12;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-12T18:30:00+02:00;2022-09-12;18:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-12T19:00:00+02:00;2022-09-12;19:00;11;Île-de-France;2792;Définitif;;;2792;;Consolidé;
2022-09-12T22:00:00+02:00;2022-09-12;22:00;11;Île-de-France;1958;Définitif;;;1958;;Consolidé;
2022-09-12T22:30:00+02:00;2022-09-12;22:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-12T23:00:00+02:00;2022-09-12;23:00;11;Île-de-France;1608;Définitif;;;1608;;Consolidé;
2022-09-13T02:30:00+02:00;2022-09-13;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-13T04:30:00+02:00;2022-09-13;04:30;11;Île-de-France;;;;;;;Consolidé;
2022-09-13T09:00:00+02:00;2022-09-13;09:00;11;Île-de-France;2264;Définitif;;;2264;;Consolidé;
2022-09-13T10:30:00+02:00;2022-09-13;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-17T06:30:00+02:00;2022-08-17;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-17T10:00:00+02:00;2022-08-17;10:00;11;Île-de-France;2120;Définitif;;;2120;;Consolidé;
2022-08-17T11:00:00+02:00;2022-08-17;11:00;11;Île-de-France;2227;Définitif;;;2227;;Consolidé;
2022-08-17T13:30:00+02:00;2022-08-17;13:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-17T15:30:00+02:00;2022-08-17;15:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-17T16:30:00+02:00;2022-08-17;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-17T20:00:00+02:00;2022-08-17;20:00;11;Île-de-France;2134;Définitif;;;2134;;Consolidé;
2022-08-17T23:30:00+02:00;2022-08-17;23:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-18T00:30:00+02:00;2022-08-18;00:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-18T01:00:00+02:00;2022-08-18;01:00;11;Île-de-France;1092;Définitif;;;1092;;Consolidé;
2022-08-09T01:30:00+02:00;2022-08-09;01:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-09T02:00:00+02:00;2022-08-09;02:00;11;Île-de-France;943;Définitif;;;943;;Consolidé;
2022-08-09T05:00:00+02:00;2022-08-09;05:00;11;Île-de-France;1128;Définitif;;;1128;;Consolidé;
2022-08-09T10:00:00+02:00;2022-08-09;10:00;11;Île-de-France;1766;Définitif;;;1766;;Consolidé;
2022-08-09T14:30:00+02:00;2022-08-09;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-09T16:00:00+02:00;2022-08-09;16:00;11;Île-de-France;1466;Définitif;;;1466;;Consolidé;
2022-08-09T17:30:00+02:00;2022-08-09;17:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-30T06:30:00+02:00;2022-08-30;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-08-30T07:00:00+02:00;2022-08-30;07:00;11;Île-de-France;2413;Définitif;;;2413;;Consolidé;
2022-08-30T09:00:00+02:00;2022-08-30;09:00;11;Île-de-France;2491;Définitif;;;2491;;Consolidé;
2022-09-30T20:00:00+02:00;2022-09-30;20:00;11;Île-de-France;4545;Définitif;;;4545;;Consolidé;
2022-10-01T01:00:00+02:00;2022-10-01;01:00;11;Île-de-France;2545;Définitif;;;2545;;Consolidé;
2022-10-01T11:30:00+02:00;2022-10-01;11:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-01T14:30:00+02:00;2022-10-01;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-01T15:00:00+02:00;2022-10-01;15:00;11;Île-de-France;2678;Définitif;;;2678;;Consolidé;
2022-10-01T22:30:00+02:00;2022-10-01;22:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-02T01:00:00+02:00;2022-10-02;01:00;11;Île-de-France;2013;Définitif;;;2013;;Consolidé;
2022-10-02T05:00:00+02:00;2022-10-02;05:00;11;Île-de-France;2129;Définitif;;;2129;;Consolidé;
2022-10-02T06:00:00+02:00;2022-10-02;06:00;11;Île-de-France;2420;Définitif;;;2420;;Consolidé;
2022-10-02T07:30:00+02:00;2022-10-02;07:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-02T09:00:00+02:00;2022-10-02;09:00;11;Île-de-France;3028;Définitif;;;3028;;Consolidé;
2022-10-02T13:30:00+02:00;2022-10-02;13:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-02T15:00:00+02:00;2022-10-02;15:00;11;Île-de-France;2527;Définitif;;;2527;;Consolidé;
2022-10-02T17:00:00+02:00;2022-10-02;17:00;11;Île-de-France;2829;Définitif;;;2829;;Consolidé;
2022-10-02T18:30:00+02:00;2022-10-02;18:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-02T19:30:00+02:00;2022-10-02;19:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-02T20:00:00+02:00;2022-10-02;20:00;11;Île-de-France;3482;Définitif;;;3482;;Consolidé;
2022-10-03T01:00:00+02:00;2022-10-03;01:00;11;Île-de-France;2198;Définitif;;;2198;;Consolidé;
2022-10-03T02:30:00+02:00;2022-10-03;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-03T03:30:00+02:00;2022-10-03;03:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-03T09:30:00+02:00;2022-10-03;09:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-03T10:30:00+02:00;2022-10-03;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-03T13:00:00+02:00;2022-10-03;13:00;11;Île-de-France;4182;Définitif;;;4182;;Consolidé;
2022-10-03T16:30:00+02:00;2022-10-03;16:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-03T19:00:00+02:00;2022-10-03;19:00;11;Île-de-France;5398;Définitif;;;5398;;Consolidé;
2022-10-03T19:30:00+02:00;2022-10-03;19:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-03T20:00:00+02:00;2022-10-03;20:00;11;Île-de-France;5407;Définitif;;;5407;;Consolidé;
2022-10-03T23:00:00+02:00;2022-10-03;23:00;11;Île-de-France;3280;Définitif;;;3280;;Consolidé;
2022-10-04T03:00:00+02:00;2022-10-04;03:00;11;Île-de-France;2801;Définitif;;;2801;;Consolidé;
2022-10-04T11:30:00+02:00;2022-10-04;11:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-04T14:30:00+02:00;2022-10-04;14:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-04T21:00:00+02:00;2022-10-04;21:00;11;Île-de-France;3789;Définitif;;;3789;;Consolidé;
2022-10-04T21:30:00+02:00;2022-10-04;21:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-04T22:00:00+02:00;2022-10-04;22:00;11;Île-de-France;3147;Définitif;;;3147;;Consolidé;
2022-10-04T22:30:00+02:00;2022-10-04;22:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-04T23:30:00+02:00;2022-10-04;23:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-05T02:30:00+02:00;2022-10-05;02:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-05T06:00:00+02:00;2022-10-05;06:00;11;Île-de-France;4291;Définitif;;;4291;;Consolidé;
2022-10-05T06:30:00+02:00;2022-10-05;06:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-05T10:00:00+02:00;2022-10-05;10:00;11;Île-de-France;4054;Définitif;;;4054;;Consolidé;
2022-10-05T10:30:00+02:00;2022-10-05;10:30;11;Île-de-France;;;;;;;Consolidé;
2022-10-05T13:00:00+02:00;2022-10-05;13:00;11;Île-de-France;3555;Définitif;;;3555;;Consolidé;
2022-10-05T14:30:00+02:00;2022-10-05;14:30;11;Île-de-France;;;;;;;Consolidé;
